date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2023-10-19,ZVOL,16.721,6945.98,15.0,2.508,1.862
2023-10-20,PULS,-16.249,6719.35,1.01,0.812,0.296
2023-10-20,ZVOL,16.249,6719.35,15.0,2.437,1.815
2023-10-23,PULS,-7.489,3146.83,1.01,0.374,0.136
2023-10-23,ZVOL,7.489,3146.83,15.0,1.123,0.83
2023-10-24,PULS,76.454,32726.19,1.01,3.823,1.392
2023-10-24,ZVOL,-76.454,32726.19,15.0,11.468,8.405
2023-10-25,PULS,-68.0,29093.02,1.01,3.4,1.238
2023-10-25,ZVOL,68.0,29093.02,15.0,10.2,7.575
2023-10-26,PULS,-24.045,10274.57,1.01,1.202,0.438
2023-10-26,ZVOL,24.045,10274.57,15.0,3.607,2.68
2023-10-27,PULS,-4.129,1736.2,1.01,0.206,0.104
2023-10-27,ZVOL,4.129,1736.2,15.0,0.619,0.463
2023-10-30,PULS,96.15,41978.47,1.01,4.807,1.749
2023-10-30,ZVOL,-96.15,41978.47,15.0,14.422,10.638
2023-11-01,PULS,-36.0,15717.22,1.02,1.8,0.658
2023-11-01,VXZ,35.6,15542.58,3.0,1.78,1.895
2023-11-02,PULS,-24.542,10634.98,1.02,1.227,0.448
2023-11-02,VXZ,24.845,10766.05,3.0,1.242,1.343
2023-11-03,PULS,-0.386,165.81,1.01,0.019,0.083
2023-11-03,VXZ,-0.014,5.95,3.05,0.001,0.082
2023-11-06,PULS,-0.51,216.27,1.01,0.026,0.085
2023-11-06,VXZ,0.515,218.45,3.12,0.026,0.091
2023-11-07,PULS,-8.203,3462.68,1.01,0.41,0.15
2023-11-07,VXZ,8.505,3590.04,3.14,0.425,0.481
2023-11-08,PULS,-0.255,106.87,1.01,0.013,0.085
2023-11-08,VXZ,0.056,23.5,3.18,0.003,0.085
2023-11-09,PULS,68.542,29165.1,1.01,3.427,1.251
2023-11-09,VXZ,-68.247,29039.61,3.1,3.412,3.808
2023-11-10,PULS,-36.0,15312.68,1.01,1.8,0.657
2023-11-10,VXZ,35.8,15227.61,3.2,1.79,2.061
2023-11-13,PULS,36.012,15346.04,1.01,1.801,0.657
2023-11-13,VXZ,-35.912,15303.48,3.18,1.796,2.059
2023-11-14,PULS,-76.0,32387.18,1.01,3.8,1.385
2023-11-14,VXZ,75.7,32259.34,3.19,3.785,4.342
2023-11-15,PULS,-8.204,3466.42,1.01,0.41,0.15
