date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2023-11-15,VXZ,8.307,3509.75,3.22,0.415,0.482
2023-11-16,PULS,-0.167,69.85,1.01,0.008,0.085
2023-11-16,VXZ,-0.031,12.98,3.26,0.002,0.084
2023-11-17,PULS,-0.076,31.48,1.01,0.004,0.084
2023-11-17,VXZ,-0.023,9.46,3.28,0.001,0.084
2023-11-20,PULS,-12.076,5007.49,1.01,0.604,0.22
2023-11-20,VXZ,12.078,5008.39,3.3,0.604,0.717
2023-11-21,PULS,63.975,26343.83,1.01,3.199,1.165
2023-11-21,VXZ,-63.572,26177.82,3.32,3.179,3.797
2023-11-22,PULS,-59.936,24708.63,1.01,2.997,1.09
2023-11-22,VXZ,60.036,24749.78,3.31,3.002,3.572
2023-11-24,PULS,-0.165,66.82,1.01,0.008,0.087
2023-11-24,VXZ,-0.035,14.0,3.38,0.002,0.087
2023-11-27,PULS,92.05,37408.32,1.01,4.603,1.673
2023-11-27,VXZ,-91.852,37327.59,3.35,4.593,5.545
2023-11-30,PULS,-84.0,34134.94,1.01,4.2,1.525
2023-11-30,VXZ,83.7,34013.03,3.35,4.185,5.052
2023-12-01,PULS,-12.161,4894.92,1.01,0.608,0.222
2023-12-01,VXZ,12.063,4855.81,3.39,0.603,0.736
2023-12-04,PULS,96.052,39146.93,1.01,4.803,1.751
2023-12-04,VXZ,-95.657,38986.08,3.34,4.783,5.759
2023-12-06,PULS,-36.0,14672.68,1.01,1.8,0.656
2023-12-06,ZVOL,36.0,14672.68,15.0,5.4,3.761
2023-12-07,PULS,36.092,14729.03,1.01,1.805,0.658
2023-12-07,ZVOL,-36.092,14729.03,15.0,5.414,3.766
2023-12-08,PULS,-36.0,14679.99,1.01,1.8,0.656
2023-12-08,VXZ,35.6,14516.88,3.41,1.78,2.187
2023-12-11,PULS,-24.367,9887.23,1.01,1.218,0.444
2023-12-11,VXZ,24.569,9969.15,3.47,1.228,1.532
2023-12-12,PULS,-24.385,9797.68,1.01,1.219,0.444
2023-12-12,VXZ,24.387,9798.46,3.52,1.219,1.546
2023-12-13,PULS,-16.208,6435.41,1.01,0.81,0.295
2023-12-13,VXZ,15.91,6317.23,3.57,0.795,1.023
2023-12-14,VXZ,0.002,0.99,3.59,0.0,0.089
2023-12-15,PULS,36.0,14512.31,1.01,1.8,0.655
2023-12-15,VXZ,-36.01,14516.4,3.52,1.801,2.279
2023-12-18,PULS,-35.79,14515.74,1.01,1.79,0.65
2023-12-18,VXZ,36.187,14676.67,3.48,1.809,2.268
2023-12-19,VXZ,-0.002,0.96,3.4,0.0,0.084
2023-12-20,PULS,100.0,42771.02,1.01,5.0,1.816
2023-12-20,VXZ,-99.903,42729.54,3.3,4.995,5.931
2023-12-26,PULS,-36.0,15404.29,1.01,1.8,0.653
2023-12-26,VXZ,35.8,15318.71,3.38,1.79,2.176
2023-12-27,PULS,-0.746,316.15,1.01,0.037,0.086
2023-12-27,VXZ,0.548,231.92,3.48,0.027,0.092
2023-12-28,PULS,0.027,11.48,1.01,0.001,0.083
2023-12-28,VXZ,-0.027,11.56,3.47,0.001,0.083
2023-12-29,PULS,36.117,15335.61,1.01,1.806,0.658
2023-12-29,VXZ,-35.818,15208.51,3.45,1.791,2.226
2024-01-02,PULS,-36.0,15280.11,1.01,1.8,0.656
2024-01-02,ZVOL,36.0,15280.11,15.0,5.4,3.729
2024-01-03,PULS,-24.284,10263.36,1.01,1.214,0.442
2024-01-03,ZVOL,24.284,10263.36,15.0,3.643,2.524
2024-01-04,PULS,0.115,48.75,1.01,0.006,0.083
2024-01-04,ZVOL,-0.115,48.75,15.0,0.017,0.091
2024-01-05,PULS,8.548,3674.57,1.01,0.427,0.156
2024-01-05,ZVOL,-8.548,3674.57,15.0,1.282,0.882
2024-01-08,PULS,16.354,7081.63,1.01,0.818,0.298
2024-01-08,VXZ,35.8,15501.84,3.58,1.79,2.306
2024-01-08,ZVOL,-52.354,22670.07,15.0,7.853,5.378
2024-01-09,PULS,35.786,15438.49,1.01,1.789,0.651
2024-01-09,VXZ,-35.585,15351.92,3.61,1.779,2.314
2024-01-10,PULS,-36.0,15528.19,1.01,1.8,0.655
2024-01-10,VXZ,35.8,15441.92,3.64,1.79,2.348
2024-01-11,PULS,0.098,42.38,1.01,0.005,0.081
2024-01-11,VXZ,0.002,0.65,3.63,0.0,0.081
2024-01-12,PULS,0.065,27.97,1.01,0.003,0.081
2024-01-12,VXZ,0.035,15.27,3.61,0.002,0.081
2024-01-16,PULS,36.517,15936.0,1.01,1.826,0.664
2024-01-16,VXZ,-36.517,15936.0,3.53,1.826,2.323
2024-01-17,PULS,-52.0,22690.02,1.01,2.6,0.945
2024-01-17,ZVOL,52.0,22690.02,15.0,7.8,5.375
2024-01-18,PULS,52.445,23085.54,1.01,2.622,0.953
2024-01-18,ZVOL,-52.445,23085.54,15.0,7.867,5.395
2024-01-19,PULS,-52.0,22891.4,1.01,2.6,0.944
2024-01-19,VXZ,51.8,22803.36,3.62,2.59,3.373
2024-01-22,PULS,-8.476,3699.66,1.01,0.424,0.154
2024-01-22,VXZ,8.377,3656.43,3.68,0.419,0.555
2024-01-23,PULS,-8.337,3608.2,1.01,0.417,0.151
2024-01-23,VXZ,8.339,3608.93,3.73,0.417,0.56
2024-01-24,PULS,0.209,91.09,1.01,0.01,0.081
2024-01-24,VXZ,-0.41,178.79,3.7,0.021,0.088
2024-01-25,PULS,-15.843,6940.01,1.01,0.792,0.287
2024-01-25,VXZ,15.84,6939.01,3.67,0.792,1.045
2024-01-26,PULS,51.961,22694.0,1.01,2.598,0.942
2024-01-26,VXZ,-51.76,22606.22,3.68,2.588,3.425
2024-01-29,PULS,-60.061,26207.97,1.01,3.003,1.088
2024-01-29,VXZ,60.161,26251.63,3.68,3.008,3.99
2024-01-30,PULS,8.018,3505.33,1.01,0.401,0.145
2024-01-30,VXZ,-8.318,3636.58,3.68,0.416,0.55
2024-01-31,PULS,48.355,21618.26,1.01,2.418,0.876
2024-01-31,VXZ,-83.964,37538.33,3.58,4.198,5.405
2024-01-31,ZVOL,36.0,16094.8,15.0,5.4,3.716
2024-02-01,PULS,36.172,16209.57,1.01,1.809,0.658
2024-02-01,ZVOL,-36.172,16209.57,15.0,5.426,3.726
2024-02-02,PULS,-36.0,16123.39,1.01,1.8,0.655
2024-02-02,VXZ,35.9,16078.61,3.6,1.795,2.323
2024-02-05,PULS,35.645,15877.15,1.01,1.782,0.649
2024-02-05,VXZ,-35.545,15832.38,3.65,1.777,2.335
2024-02-07,PULS,-52.0,23163.62,1.01,2.6,0.946
2024-02-07,VXZ,51.6,22985.44,3.69,2.58,3.429
2024-02-08,PULS,-0.04,17.92,1.01,0.002,0.079
2024-02-08,VXZ,0.441,196.1,3.7,0.022,0.087
2024-02-09,PULS,-15.803,7062.77,1.01,0.79,0.287
2024-02-09,VXZ,15.503,6928.69,3.67,0.775,1.024
2024-02-12,PULS,8.359,3781.31,1.01,0.418,0.152
2024-02-12,VXZ,-8.263,3737.71,3.6,0.413,0.536
2024-02-13,PULS,24.534,11233.81,1.01,1.227,0.446
2024-02-13,VXZ,-60.336,27627.58,3.53,3.017,3.831
2024-02-13,ZVOL,36.0,16484.19,15.0,5.4,3.733
2024-02-14,PULS,36.263,16680.32,1.01,1.813,0.659
2024-02-14,ZVOL,-36.263,16680.32,15.0,5.439,3.748
2024-02-22,PULS,-52.0,23935.25,1.01,2.6,0.943
2024-02-22,VXZ,51.9,23889.23,3.61,2.595,3.375
2024-02-23,PULS,-0.305,139.51,1.01,0.015,0.078
2024-02-23,VXZ,0.005,2.48,3.65,0.0,0.077
2024-02-26,PULS,51.743,23542.24,1.01,2.587,0.938
2024-02-26,VXZ,-51.341,23359.28,3.69,2.567,3.413
2024-02-29,PULS,-36.0,16379.87,1.01,1.8,0.652
2024-02-29,VXZ,35.7,16243.37,3.7,1.785,2.375
2024-03-01,PULS,-32.082,14582.82,1.01,1.604,0.584
2024-03-01,VXZ,32.082,14582.91,3.71,1.604,2.14
2024-03-04,PULS,16.247,7441.23,1.01,0.812,0.296
2024-03-04,VXZ,-16.049,7350.69,3.66,0.802,1.059
2024-03-05,PULS,16.482,7625.75,1.01,0.824,0.3
2024-03-05,VXZ,-52.383,24236.4,3.59,2.619,3.387
2024-03-05,ZVOL,36.0,16656.42,15.0,5.4,3.731
2024-03-06,PULS,35.975,16628.86,1.01,1.799,0.654
2024-03-06,ZVOL,-35.975,16628.86,15.0,5.396,3.73
2024-03-07,PULS,-36.0,16640.9,1.01,1.8,0.654
2024-03-07,VXZ,35.7,16502.23,3.59,1.785,2.308
2024-03-08,PULS,36.288,16853.96,1.01,1.814,0.659
2024-03-08,VXZ,-35.99,16715.33,3.54,1.799,2.296
2024-03-12,PULS,-36.0,16717.28,1.01,1.8,0.654
2024-03-12,VXZ,35.9,16670.85,3.6,1.795,2.329
2024-03-13,PULS,36.073,16767.53,1.01,1.804,0.655
2024-03-13,VXZ,-35.973,16721.12,3.59,1.799,2.326
2024-03-15,PULS,-36.0,16734.11,1.01,1.8,0.653
2024-03-15,ZVOL,36.0,16734.11,15.0,5.4,3.761
2024-03-18,PULS,36.25,16916.49,1.01,1.812,0.658
2024-03-18,ZVOL,-36.25,16916.49,15.0,5.437,3.775
2024-03-19,PULS,-36.0,16800.51,1.01,1.8,0.653
2024-03-19,VXZ,35.9,16753.85,3.58,1.795,2.316
2024-03-20,PULS,-16.348,7586.68,1.01,0.817,0.297
2024-03-20,VXZ,16.448,7633.34,3.64,0.822,1.077
2024-03-21,PULS,-7.99,3710.0,1.01,0.4,0.145
2024-03-21,VXZ,7.59,3524.27,3.64,0.38,0.497
2024-03-22,PULS,60.084,27950.96,1.01,3.004,1.089
2024-03-22,VXZ,-59.685,27765.34,3.62,2.984,3.891
2024-03-27,PULS,-36.0,16751.15,1.01,1.8,0.652
2024-03-27,VXZ,35.6,16565.02,3.67,1.78,2.352
2024-03-28,PULS,36.112,16830.04,1.01,1.806,0.654
2024-03-28,VXZ,-35.713,16643.99,3.65,1.786,2.348
2024-04-02,PULS,-36.0,16779.75,1.01,1.8,0.655
2024-04-02,ZVOL,36.0,16779.75,15.0,5.4,3.751
2024-04-03,PULS,36.139,16882.01,1.01,1.807,0.657
2024-04-03,ZVOL,-36.139,16882.01,15.0,5.421,3.759
2024-04-04,PULS,-60.0,28016.57,1.01,3.0,1.091
2024-04-04,ZVOL,60.0,28016.57,15.0,9.0,6.28
2024-04-05,PULS,59.958,27952.87,1.01,2.998,1.09
2024-04-05,ZVOL,-59.958,27952.87,15.0,8.994,6.279
2024-04-10,PULS,-36.0,16772.14,1.01,1.8,0.655
2024-04-10,ZVOL,36.0,16772.14,15.0,5.4,3.766
2024-04-11,PULS,36.164,16903.72,1.01,1.808,0.657
2024-04-11,ZVOL,-36.164,16903.72,15.0,5.425,3.774
2024-04-12,PULS,-36.0,16829.61,1.01,1.8,0.653
2024-04-12,ZVOL,36.0,16829.61,15.0,5.4,3.785
2024-04-15,PULS,-32.523,15072.99,1.01,1.626,0.59
2024-04-15,ZVOL,32.523,15072.99,15.0,4.879,3.443
2024-04-16,PULS,-7.542,3545.78,1.01,0.377,0.137
2024-04-16,ZVOL,7.542,3545.78,15.0,1.131,0.793
2024-04-17,PULS,-7.918,3737.35,1.01,0.396,0.144
2024-04-17,ZVOL,7.918,3737.35,15.0,1.188,0.832
2024-04-18,PULS,-7.981,3771.28,1.01,0.399,0.145
2024-04-18,ZVOL,7.981,3771.28,15.0,1.197,0.838
2024-04-19,PULS,-8.031,3781.2,1.01,0.402,0.146
2024-04-19,ZVOL,8.031,3781.2,15.0,1.205,0.844
2024-04-22,PULS,100.0,48962.29,1.01,5.0,1.813
2024-04-22,ZVOL,-100.0,48962.29,15.0,15.0,10.394
2024-04-23,PULS,-36.0,17627.02,1.01,1.8,0.653
2024-04-23,VXZ,35.7,17480.13,3.7,1.785,2.375
2024-04-24,PULS,35.945,17575.35,1.01,1.797,0.652
2024-04-24,VXZ,-35.645,17428.51,3.71,1.782,2.377
2024-04-26,PULS,-36.0,17606.14,1.01,1.8,0.652
2024-04-26,VXZ,35.8,17508.33,3.73,1.79,2.403
2024-04-29,PULS,-0.284,138.23,1.01,0.014,0.073
2024-04-29,VXZ,0.385,187.33,3.77,0.019,0.079
2024-04-30,PULS,0.082,39.96,1.01,0.004,0.072
2024-04-30,VXZ,-35.982,17546.15,3.76,1.799,2.435
2024-04-30,ZVOL,36.0,17554.88,15.0,5.4,3.731
2024-05-01,PULS,-0.233,113.1,1.01,0.012,0.073
2024-05-01,ZVOL,0.233,113.1,15.0,0.035,0.089
2024-05-02,PULS,36.386,17791.29,1.01,1.819,0.661
2024-05-02,ZVOL,-36.386,17791.29,15.0,5.458,3.763
2024-05-03,PULS,-36.0,17606.53,1.01,1.8,0.654
2024-05-03,VXZ,35.8,17508.72,3.86,1.79,2.487
2024-05-06,PULS,-16.311,7937.34,1.01,0.816,0.296
2024-05-06,VXZ,16.112,7840.49,3.91,0.806,1.135
2024-05-07,PULS,-0.097,47.15,1.01,0.005,0.073
2024-05-07,VXZ,0.398,193.24,3.93,0.02,0.08
2024-05-08,PULS,-0.103,49.96,1.01,0.005,0.073
2024-05-08,VXZ,0.003,1.59,3.94,0.0,0.072
2024-05-09,PULS,-8.167,3946.21,1.01,0.408,0.148
2024-05-09,VXZ,8.268,3994.83,3.97,0.413,0.591
2024-05-10,PULS,-8.043,3880.7,1.01,0.402,0.146
2024-05-10,VXZ,7.843,3784.26,3.98,0.392,0.561
2024-05-13,PULS,0.03,14.43,1.01,0.001,0.073
2024-05-13,VXZ,-0.03,14.65,3.97,0.002,0.073
2024-05-14,PULS,-8.343,3989.54,1.01,0.417,0.151
2024-05-14,VXZ,8.546,4086.68,4.03,0.427,0.62
2024-05-15,PULS,-16.41,7720.03,1.01,0.821,0.298
2024-05-15,VXZ,16.312,7673.75,4.12,0.816,1.209
2024-05-16,PULS,52.023,24530.56,1.01,2.601,0.943
2024-05-16,VXZ,-51.923,24483.67,4.11,2.596,3.837
2024-05-17,PULS,-44.302,20801.07,1.01,2.215,0.803
2024-05-17,VXZ,43.902,20613.26,4.15,2.195,3.277
2024-05-20,PULS,-0.014,6.77,1.01,0.001,0.075
2024-05-20,VXZ,0.015,6.94,4.15,0.001,0.075
2024-05-21,PULS,-8.078,3772.18,1.01,0.404,0.146
2024-05-21,VXZ,8.08,3773.01,4.17,0.404,0.607
2024-05-22,PULS,92.085,43419.91,1.01,4.604,1.669
2024-05-22,VXZ,-91.689,43233.29,4.13,4.584,6.809
2024-05-23,PULS,-36.0,16971.89,1.01,1.8,0.652
2024-05-23,ZVOL,36.0,16971.89,15.0,5.4,3.66
2024-05-24,PULS,36.306,17198.51,1.01,1.815,0.657
2024-05-24,ZVOL,-36.306,17198.51,15.0,5.446,3.678
2024-05-29,PULS,-36.0,17050.71,1.01,1.8,0.652
2024-05-29,ZVOL,36.0,17050.71,15.0,5.4,3.668
2024-05-30,PULS,-15.935,7556.74,1.01,0.797,0.288
2024-05-30,ZVOL,15.935,7556.74,15.0,2.39,1.622
2024-05-31,PULS,52.344,24998.75,1.01,2.617,0.947
2024-05-31,ZVOL,-52.344,24998.75,15.0,7.852,5.309
2024-06-05,PULS,-52.0,24839.06,1.01,2.6,0.945
2024-06-05,VXZ,51.9,24791.3,4.12,2.595,3.848
2024-06-06,PULS,0.179,85.81,1.01,0.009,0.074
2024-06-06,VXZ,-0.379,181.91,4.09,0.019,0.081
2024-06-07,PULS,51.959,24883.08,1.01,2.598,0.944
2024-06-07,VXZ,-51.659,24739.29,4.1,2.583,3.808
2024-06-10,PULS,-52.0,24896.75,1.01,2.6,0.944
2024-06-10,VXZ,51.9,24848.88,4.1,2.595,3.833
2024-06-11,PULS,-8.066,3861.26,1.01,0.403,0.146
2024-06-11,VXZ,7.966,3813.39,4.11,0.398,0.589
2024-06-12,PULS,-24.02,11501.77,1.01,1.201,0.436
2024-06-12,VXZ,23.72,11358.12,4.1,1.186,1.751
2024-06-13,PULS,-7.932,3814.68,1.01,0.397,0.144
2024-06-13,VXZ,8.03,3862.13,4.08,0.402,0.59
2024-06-14,PULS,0.103,50.45,1.01,0.005,0.072
2024-06-14,VXZ,-0.006,3.01,4.02,0.0,0.072
2024-06-17,PULS,-8.001,3898.44,1.01,0.4,0.145
2024-06-17,VXZ,8.002,3898.46,4.02,0.4,0.579
2024-06-18,VXZ,-0.001,0.27,4.0,0.0,0.071
2024-06-20,PULS,100.0,50275.83,1.01,5.0,1.813
2024-06-20,VXZ,-99.903,50226.88,3.89,4.995,7.003
2024-06-24,PULS,-36.0,18103.52,1.01,1.8,0.652
2024-06-24,ZVOL,36.0,18103.52,15.0,5.4,3.684
2024-06-25,PULS,36.212,18267.64,1.01,1.811,0.656
2024-06-25,ZVOL,-36.212,18267.64,15.0,5.432,3.717
2024-06-27,PULS,-36.0,18161.21,1.01,1.8,0.652
2024-06-27,VXZ,35.9,18110.76,4.06,1.795,2.621
2024-06-28,PULS,36.126,18272.14,1.01,1.806,0.654
2024-06-28,VXZ,-36.126,18272.14,4.02,1.806,2.616
2024-07-02,PULS,-52.0,26308.21,1.01,2.6,0.945
2024-07-02,VXZ,52.0,26308.21,4.14,2.6,3.874
2024-07-03,PULS,-23.682,12063.08,1.01,1.184,0.43
2024-07-03,VXZ,23.382,11910.26,4.08,1.169,1.719
2024-07-05,PULS,-24.037,12227.08,1.01,1.202,0.437
2024-07-05,VXZ,24.237,12328.99,4.09,1.212,1.785
2024-07-08,VXZ,0.0,0.21,4.11,0.0,0.069
2024-07-09,VXZ,-0.0,0.25,4.09,0.0,0.069
2024-07-10,VXZ,0.002,0.79,4.15,0.0,0.07
2024-07-11,PULS,100.0,50898.38,1.01,5.0,1.815
2024-07-11,VXZ,-99.902,50848.31,4.08,4.995,7.346
2024-07-16,PULS,-68.0,34607.68,1.01,3.4,1.233
2024-07-16,VXZ,67.7,34455.0,4.07,3.385,4.966
2024-07-17,PULS,32.328,16614.53,1.01,1.616,0.586
2024-07-17,VXZ,-68.031,34963.88,4.01,3.402,4.914
2024-07-17,ZVOL,36.0,18501.92,15.0,5.4,3.693
2024-07-18,PULS,-16.226,8308.35,1.01,0.811,0.294
2024-07-18,ZVOL,16.226,8308.35,15.0,2.434,1.669
2024-07-19,PULS,-8.169,4168.84,1.01,0.408,0.148
2024-07-19,ZVOL,8.169,4168.84,15.0,1.225,0.842
2024-07-22,PULS,60.388,31104.83,1.01,3.019,1.095
2024-07-22,ZVOL,-60.388,31104.83,15.0,9.058,6.194
2024-07-24,PULS,-68.0,35029.56,1.01,3.4,1.232
2024-07-24,ZVOL,68.0,35029.56,15.0,10.2,7.101
2024-07-25,PULS,-8.117,4164.09,1.01,0.406,0.147
2024-07-25,ZVOL,8.117,4164.09,15.0,1.218,0.849
2024-07-26,PULS,76.348,39753.72,1.01,3.817,1.382
2024-07-26,ZVOL,-76.348,39753.72,15.0,11.452,7.941
2024-07-31,PULS,-36.0,18741.67,1.01,1.8,0.652
2024-07-31,VXZ,35.6,18533.42,3.0,1.78,0.997
2024-08-01,PULS,36.818,19446.15,1.01,1.841,0.669
2024-08-01,VXZ,-36.522,19289.87,3.0,1.826,1.005
2024-08-07,PULS,-60.0,31657.93,1.01,3.0,1.09
2024-08-07,ZVOL,60.0,31657.93,15.0,9.0,6.587
2024-08-08,PULS,60.985,32974.7,1.01,3.049,1.108
2024-08-08,ZVOL,-60.985,32974.7,15.0,9.148,6.609
2024-08-12,PULS,-36.0,19481.78,1.01,1.8,0.653
2024-08-12,VXZ,35.9,19427.67,3.0,1.795,0.975
2024-08-13,PULS,-17.063,9084.96,1.01,0.853,0.31
2024-08-13,VXZ,16.965,9032.57,3.0,0.848,0.471
2024-08-14,PULS,-0.743,389.45,1.01,0.037,0.07
2024-08-14,VXZ,0.646,338.61,3.0,0.032,0.076
2024-08-15,PULS,-7.945,4170.16,1.01,0.397,0.144
2024-08-15,VXZ,8.145,4274.99,3.0,0.407,0.229
2024-08-16,PULS,0.053,27.87,1.01,0.003,0.067
2024-08-16,VXZ,0.047,24.61,3.0,0.002,0.067
2024-08-19,PULS,-7.837,4138.7,1.01,0.392,0.142
