date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2022-05-19,LABD,-23.915,27386.75,3.0,1.196,0.632
2022-05-19,TMV,-25.239,28902.5,2.0,1.262,0.418
2022-05-19,BIL,49.154,56289.25,0.55,2.458,0.484
2022-05-23,LABD,25.0,28621.58,3.0,1.25,0.671
2022-05-23,BIL,-25.0,28621.58,0.55,1.25,0.246
2022-05-24,LABD,-27.144,31978.29,3.0,1.357,0.695
2022-05-24,BIL,27.144,31978.29,0.55,1.357,0.267
2022-06-01,LABD,25.0,29437.31,3.0,1.25,0.647
2022-06-01,TMV,25.0,29437.31,2.0,1.25,0.412
2022-06-01,BIL,-50.0,58874.61,0.55,2.5,0.492
2022-06-02,LABD,0.961,1116.3,3.0,0.048,0.045
2022-06-02,TMV,-25.301,29403.36,2.0,1.265,0.417
2022-06-02,BIL,24.341,28287.06,0.55,1.217,0.24
2022-06-03,LABD,2.122,2396.44,3.0,0.106,0.063
2022-06-03,TMV,25.0,28239.75,2.0,1.25,0.411
2022-06-03,BIL,-27.122,30636.19,0.55,1.356,0.267
2022-06-06,LABD,-1.231,1438.72,3.0,0.062,0.048
2022-06-06,TMV,-0.459,536.24,2.0,0.023,0.035
2022-06-06,BIL,1.689,1974.96,0.55,0.084,0.035
2022-06-07,LABD,2.67,2983.02,3.0,0.133,0.077
2022-06-07,TMV,-0.357,398.6,2.0,0.018,0.035
2022-06-07,BIL,-2.313,2584.42,0.55,0.116,0.038
2022-06-08,LABD,0.679,758.51,3.0,0.034,0.042
2022-06-08,TMV,-0.631,704.64,2.0,0.032,0.038
2022-06-08,BIL,-0.048,53.87,0.55,0.002,0.031
2022-06-09,LABD,-2.16,2475.34,3.0,0.108,0.063
2022-06-09,TMV,0.882,1010.56,2.0,0.044,0.039
2022-06-09,BIL,1.278,1464.78,0.55,0.064,0.034
2022-06-10,UVXY,50.0,59595.98,3.38,2.5,3.043
2022-06-10,LABD,-2.483,2959.81,3.0,0.124,0.067
2022-06-10,TMV,0.512,609.69,2.0,0.026,0.034
2022-06-10,BIL,-48.028,57245.86,0.55,2.401,0.473
2022-06-13,SVXY,50.0,69472.22,2.0,2.5,1.218
2022-06-13,UVXY,-51.593,71685.77,2.81,2.58,2.609
2022-06-13,LABD,0.018,24.89,3.0,0.001,0.025
2022-06-13,TMV,1.575,2188.65,2.0,0.079,0.041
2022-06-14,SVXY,-50.051,70709.35,2.0,2.503,1.206
2022-06-14,LABD,0.542,765.24,3.0,0.027,0.033
2022-06-14,TMV,-0.491,693.68,2.0,0.025,0.03
2022-06-14,BIL,50.0,70637.79,0.55,2.5,0.492
2022-06-15,UVXY,50.0,67766.39,3.22,2.5,2.894
2022-06-15,LABD,1.646,2230.19,3.0,0.082,0.051
2022-06-15,TMV,-24.55,33273.21,2.0,1.227,0.386
2022-06-15,BIL,-27.096,36723.37,0.55,1.355,0.267
2022-06-16,UVXY,-51.233,73827.7,2.95,2.562,2.72
2022-06-16,LABD,-0.261,376.59,3.0,0.013,0.028
2022-06-16,BIL,51.494,74204.29,0.55,2.575,0.507
2022-06-17,LABD,3.379,4658.98,3.0,0.169,0.092
2022-06-17,BIL,-3.379,4658.98,0.55,0.169,0.035
2022-06-21,LABD,2.061,2765.94,3.0,0.103,0.059
2022-06-21,BIL,-2.061,2765.94,0.55,0.103,0.032
2022-06-22,LABD,-23.672,31212.77,3.0,1.184,0.7
2022-06-22,BIL,23.672,31212.77,0.55,1.184,0.233
2022-06-24,SOXS,25.0,32930.83,1.5,1.25,0.214
2022-06-24,UVXY,25.0,32930.83,3.47,1.25,1.564
2022-06-24,LABD,25.0,32930.83,3.0,1.25,0.84
2022-06-24,BIL,-75.0,98792.49,0.55,3.75,0.738
2022-06-27,SOXS,-25.229,32926.06,1.5,1.261,0.216
2022-06-27,UVXY,-24.028,31358.78,3.65,1.201,1.577
2022-06-27,LABD,-0.523,682.68,3.0,0.026,0.035
2022-06-27,BIL,49.78,64967.51,0.55,2.489,0.49
