date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2024-07-23,TNA,-100.0,259025.39,1.05,5.0,1.891
2024-07-24,QLD,100.0,255963.7,1.0,5.0,1.202
2024-07-24,TLT,-100.0,255963.7,0.55,5.0,0.983
2024-07-26,VBF,100.0,255149.41,3.11,5.0,5.59
2024-07-26,QLD,-100.0,255149.41,1.0,5.0,1.203
2024-07-30,VBF,-100.0,255994.17,3.09,5.0,5.566
2024-07-30,TECL,100.0,255994.17,1.5,5.0,1.613
2024-07-31,TECL,-100.0,288118.92,1.5,5.0,1.516
2024-07-31,TLT,100.0,288118.92,0.53,5.0,0.949
2024-08-01,ANGL,100.0,290306.32,1.74,5.0,3.137
2024-08-01,TLT,-100.0,290306.32,0.52,5.0,0.944
2024-08-05,ANGL,-100.0,287076.64,1.76,5.0,3.169
2024-08-05,QLD,100.0,287076.64,1.0,5.0,1.298
2024-08-07,TECL,100.0,285269.11,1.5,5.0,1.811
2024-08-07,QLD,-100.0,285269.11,1.0,5.0,1.302
2024-08-08,TECL,-100.0,316465.61,1.5,5.0,1.705
2024-08-08,TLT,100.0,316465.61,0.52,5.0,0.944
2024-08-12,ANGL,100.0,320420.44,1.74,5.0,3.137
2024-08-12,TLT,-100.0,320420.44,0.52,5.0,0.932
2024-08-13,VBF,100.0,321876.39,3.04,5.0,5.471
2024-08-13,ANGL,-100.0,321876.39,1.73,5.0,3.12
2024-08-14,VBF,-100.0,322912.42,3.03,5.0,5.448
2024-08-14,SSO,100.0,322912.42,1.0,5.0,1.298
2024-08-22,SSO,-100.0,336835.77,1.0,5.0,1.264
2024-08-22,UDOW,100.0,336835.77,1.5,5.0,1.499
2024-09-06,TLT,100.0,326403.23,0.5,5.0,0.904
2024-09-06,UDOW,-100.0,326403.23,1.5,5.0,1.523
2024-09-09,VBF,100.0,327477.64,3.0,5.0,5.374
2024-09-09,TLT,-100.0,327477.64,0.5,5.0,0.9
2024-09-10,VBF,-100.0,327139.69,3.0,5.0,5.374
2024-09-10,ANGL,100.0,327139.69,1.72,5.0,3.095
2024-09-12,ANGL,-100.0,327815.15,1.71,5.0,3.085
2024-09-12,SSO,100.0,327815.15,1.0,5.0,1.26
2024-09-13,SSO,-100.0,330658.29,1.0,5.0,1.253
2024-09-13,UDOW,100.0,330658.29,1.5,5.0,1.467
2024-09-18,TNA,100.0,332724.92,1.16,5.0,2.08
2024-09-18,UDOW,-100.0,332724.92,1.5,5.0,1.462
2024-09-20,TNA,-100.0,341911.43,1.12,5.0,2.022
2024-09-20,UDOW,100.0,341911.43,1.5,5.0,1.435
2024-09-25,SSO,100.0,337777.08,1.0,5.0,1.23
2024-09-25,UDOW,-100.0,337777.08,1.5,5.0,1.445
2024-09-26,TQQQ,100.0,340046.52,0.68,5.0,1.23
2024-09-26,SSO,-100.0,340046.52,1.0,5.0,1.225
2024-09-27,TQQQ,-100.0,333849.81,0.7,5.0,1.251
2024-09-27,UDOW,100.0,333849.81,1.5,5.0,1.428
2024-09-30,SSO,100.0,334029.34,1.0,5.0,1.221
2024-09-30,UDOW,-100.0,334029.34,1.5,5.0,1.427
2024-10-01,SSO,-100.0,327470.02,1.0,5.0,1.235
2024-10-01,UDOW,100.0,327470.02,1.5,5.0,1.435
2024-10-07,SSO,100.0,322034.37,1.0,5.0,1.237
2024-10-07,UDOW,-100.0,322034.37,1.5,5.0,1.446
2024-10-08,TQQQ,100.0,327616.69,0.69,5.0,1.239
2024-10-08,SSO,-100.0,327616.69,1.0,5.0,1.224
2024-10-09,TQQQ,-100.0,335167.65,0.67,5.0,1.21
2024-10-09,SSO,100.0,335167.65,1.0,5.0,1.214
2024-10-10,TQQQ,100.0,333720.19,0.67,5.0,1.214
2024-10-10,SSO,-100.0,333720.19,1.0,5.0,1.217
2024-10-11,TQQQ,-100.0,334232.73,0.67,5.0,1.211
2024-10-11,UDOW,100.0,334232.73,1.5,5.0,1.404
2024-10-15,TNA,100.0,331201.51,1.11,5.0,1.989
2024-10-15,UDOW,-100.0,331201.51,1.5,5.0,1.41
2024-10-17,TNA,-100.0,344099.63,1.06,5.0,1.913
2024-10-17,UDOW,100.0,344099.63,1.5,5.0,1.388
2024-10-21,SSO,100.0,336589.37,1.0,5.0,1.2
2024-10-21,UDOW,-100.0,336589.37,1.5,5.0,1.402
2024-10-25,TQQQ,100.0,330596.49,0.67,5.0,1.204
2024-10-25,SSO,-100.0,330596.49,1.0,5.0,1.212
2024-10-31,TQQQ,-100.0,306882.25,0.72,5.0,1.296
2024-10-31,TNA,100.0,306882.25,1.2,5.0,2.156
2024-11-01,TQQQ,100.0,311487.51,0.7,5.0,1.269
2024-11-01,TNA,-100.0,311487.51,1.18,5.0,2.122
2024-11-04,VBF,100.0,308272.56,3.1,5.0,5.576
2024-11-04,TQQQ,-100.0,308272.56,0.71,5.0,1.281
2024-11-06,VBF,-100.0,307191.04,3.11,5.0,5.59
2024-11-06,TNA,100.0,307191.04,1.0,5.0,1.718
2024-11-12,SSO,100.0,306646.51,1.0,5.0,1.173
2024-11-12,TNA,-100.0,306646.51,1.0,5.0,1.719
2024-11-15,SSO,-100.0,294663.8,1.0,5.0,1.199
2024-11-15,UDOW,100.0,294663.8,1.5,5.0,1.387
2024-11-19,SSO,100.0,291015.29,1.0,5.0,1.189
2024-11-19,UDOW,-100.0,291015.29,1.5,5.0,1.394
2024-11-21,SSO,-100.0,293922.04,1.0,5.0,1.181
2024-11-21,UDOW,100.0,293922.04,1.5,5.0,1.369
2024-12-02,SSO,100.0,312468.78,1.0,5.0,1.16
2024-12-02,UDOW,-100.0,312468.78,1.5,5.0,1.332
2024-12-06,TQQQ,100.0,316239.3,0.57,5.0,1.026
2024-12-06,SSO,-100.0,316239.3,1.0,5.0,1.152
2024-12-30,VBF,100.0,293557.04,3.25,5.0,5.848
2024-12-30,TQQQ,-100.0,293557.04,0.62,5.0,1.108
2024-12-31,VBF,-100.0,294016.05,3.24,5.0,5.833
2024-12-31,TLT,100.0,294016.05,0.57,5.0,1.031
2025-01-13,LQD,100.0,287325.0,0.5,5.0,0.868
2025-01-13,TLT,-100.0,287325.0,0.59,5.0,1.053
2025-01-14,LQD,-100.0,287358.95,0.5,5.0,0.868
2025-01-14,TLT,100.0,287358.95,0.59,5.0,1.055
2025-01-17,TLT,-100.0,293459.91,0.57,5.0,1.032
2025-01-17,UDOW,100.0,293459.91,1.5,5.0,1.399
2025-02-10,TQQQ,100.0,311370.37,0.58,5.0,1.051
2025-02-10,UDOW,-100.0,311370.37,1.5,5.0,1.361
2025-02-11,TQQQ,-100.0,308835.8,0.59,5.0,1.058
2025-02-11,UDOW,100.0,308835.8,1.5,5.0,1.356
2025-02-12,TQQQ,100.0,303373.67,0.59,5.0,1.056
2025-02-12,UDOW,-100.0,303373.67,1.5,5.0,1.366
2025-02-24,TQQQ,-100.0,287055.9,0.62,5.0,1.115
2025-02-24,SSO,100.0,287055.9,1.0,5.0,1.184
2025-02-25,SSO,-100.0,283864.44,1.0,5.0,1.191
2025-02-25,UDOW,100.0,283864.44,1.5,5.0,1.399
2025-02-26,SSO,100.0,280003.84,1.0,5.0,1.191
2025-02-26,UDOW,-100.0,280003.84,1.5,5.0,1.408
2025-02-27,SSO,-100.0,270857.8,1.0,5.0,1.213
